"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Boldwyr Intimidator","mor","Near Mint","English","","","2025-10-11 05:30:20.123000","86","False","False",""
"1","1","Boldwyr Intimidator","j25","Near Mint","English","","","2024-12-07 16:44:57.820000","527","False","False",""
"2","2","Bolrac-Clan Basher","mkm","Near Mint","English","","","2025-10-11 05:30:42.113000","112","False","False",""
"1","1","Bolt of Keranos","bng","Near Mint","English","foil","","2024-12-06 19:43:33.973000","89","False","False",""
"9","9","Bolt of Keranos","bng","Near Mint","English","","","2025-10-11 05:31:16.803000","89","False","False",""
"1","1","Boltfire","mb2","Near Mint","English","","","2025-10-11 05:31:52.303000","559","False","False",""
"1","1","Boltwave","fdn","Near Mint","English","","","2025-10-11 05:32:35.237000","79","False","False",""
"1","1","Boltwave","fdn","Near Mint","English","foil","","2025-01-31 02:39:56.400000","79","False","False",""
"1","1","Bomat Bazaar Barge","kld","Near Mint","English","","","2024-12-04 02:05:10.457000","198","False","False",""
"1","1","Bombadil's Song","ltr","Near Mint","English","","","2024-12-17 06:34:02.017000","154","False","False",""
"1","1","Bombard","rix","Near Mint","English","","","2025-10-11 05:33:17.093000","93","False","False",""
"1","1","Bombard","eoe","Near Mint","English","","","2025-08-18 23:37:38.453000","129","False","False",""
"4","4","Bomber Corps","gtc","Near Mint","English","","","2025-10-11 05:34:15.523000","86","False","False",""
"1","1","Bomber Corps","gtc","Near Mint","English","foil","","2024-12-06 04:59:58.707000","86","False","False",""
"1","1","Bond Beetle","m13","Near Mint","English","","","2024-12-05 21:59:39.257000","161","False","False",""
"1","1","Bonded Horncrest","xln","Near Mint","English","","","2024-12-06 05:00:06.333000","133","False","False",""
"1","1","Bonders' Enclave","otc","Near Mint","English","","","2025-10-04 07:30:59.720000","274","False","False",""
"1","1","Bonders' Enclave","fic","Near Mint","English","","","2025-10-04 07:31:40.100000","376","False","False",""
"1","1","Bonders' Enclave","eos","Near Mint","English","foil","","2025-08-18 23:37:38.453000","4","False","False",""
"1","1","Bonders' Enclave","eos","Near Mint","English","","","2025-10-04 07:31:30.563000","4","False","False",""
"1","1","Bonds of Faith","ddq","Near Mint","English","","","2024-12-07 02:37:42.313000","2","False","False",""
"1","1","Bone Dancer","wth","Near Mint","English","","","2024-12-03 15:55:18.407000","62","False","False",""
"2","2","Bone Harvest","mir","Near Mint","English","","","2025-10-06 18:07:01.180000","108","False","False",""
"1","1","Bone Mask","mir","Near Mint","English","","","2024-12-04 00:40:45.127000","295","False","False",""
"1","1","Bone Picker","jmp","Near Mint","English","","","2024-12-04 17:42:10.183000","212","False","False",""
"2","2","Bone Pit Brute","m21","Near Mint","English","","","2025-10-11 05:34:43.670000","132","False","False",""
"1","1","Bone Saw","brr","Near Mint","English","","","2024-12-04 01:45:34.313000","7","False","False",""
"2","2","Bone Shaman","ice","Near Mint","English","","","2025-10-15 22:05:56.673000","176","False","False",""
"1","1","Bone to Ash","m20","Near Mint","English","","","2025-10-08 05:06:15.603000","48","False","False",""
"2","2","Bonebind Orator","blb","Near Mint","English","foil","","2025-10-06 18:09:38.387000","84","False","False",""
"2","2","Bonecache Overseer","blb","Near Mint","English","","","2025-10-06 18:11:06.893000","85","False","False",""
"1","1","Bone-Cairn Butcher","tdm","Near Mint","English","foil","","2025-10-17 05:19:15.047000","173","False","False",""
"1","1","Boneclad Necromancer","j25","Near Mint","English","","","2024-12-07 21:15:04.933000","411","False","False",""
"1","1","Boneknitter","ons","Near Mint","English","foil","","2024-12-04 17:41:34.347000","128","False","False",""
"1","1","Bonepicker Skirge","one","Near Mint","English","","","2025-10-06 18:12:44.620000","86","False","False",""
"3","3","Bonepicker Skirge","one","Near Mint","English","","","2025-10-19 05:44:41.507000","290","False","False",""
"1","1","Boneyard Desecrator","otj","Near Mint","English","foil","","2025-10-06 18:13:14.593000","81","False","False",""
"1","1","Bontu's Monument","akh","Near Mint","English","","","2025-10-06 04:33:19.297000","225","False","False",""
"1","1","Book of Mazarbul","ltr","Near Mint","English","","","2024-12-16 23:30:59.267000","116","False","False",""
"1","1","Book of Rass","chr","Near Mint","English","","","2024-12-07 23:56:56.853000","95","False","False",""
"1","1","Bookwurm","plst","Near Mint","English","","","2025-10-09 21:24:21.013000","STX-123","False","False",""
"1","1","Boom Box","otj","Near Mint","English","foil","","2025-10-04 07:36:51.350000","241","False","False",""
"1","1","Boom Scholar","dft","Near Mint","English","foil","","2025-10-16 23:16:02.510000","189","False","False",""
"1","1","Boom Scholar","dft","Near Mint","English","","","2025-10-16 23:15:55.187000","189","False","False",""
"1","1","Boomerang","mir","Near Mint","English","","","2024-12-05 17:17:38.227000","56","False","False",""
"1","1","Boomerang","5ed","Near Mint","English","","","2025-10-08 05:06:44.623000","75","False","False",""
"1","1","Boommobile","dft","Near Mint","English","","","2025-10-19 03:55:44.720000","310","False","False",""
"1","1","Boon of Erebos","ths","Near Mint","English","","","2024-12-04 22:42:31.873000","80","False","False",""
"3","3","Boon of Safety","snc","Near Mint","English","","","2025-10-13 20:48:18.627000","4","False","False",""
"1","1","Boonweaver Giant","m15","Near Mint","English","","","2024-12-06 22:42:46.477000","5","False","False",""
"1","1","Boosted Sloop","dft","Near Mint","English","","","2025-10-16 17:46:57.383000","320","False","False",""
"1","1","Borborygmos","gpt","Near Mint","English","","","2024-12-07 23:23:42.460000","103","False","False",""
"2","2","Borderland Marauder","jmp","Near Mint","English","","","2025-10-11 05:36:08.700000","300","False","False",""
"4","4","Borderland Marauder","m15","Near Mint","English","","","2025-10-11 05:36:13.727000","131","False","False",""
"1","1","Borderland Minotaur","ths","Near Mint","English","","","2024-12-06 05:01:01.393000","114","False","False",""
"2","2","Boreal Outrider","khm","Near Mint","English","","","2025-10-09 21:24:36.940000","163","False","False",""
"1","1","Boromir, Warden of the Tower","ltr","Near Mint","English","","","2025-10-13 20:48:31.100000","4","False","False",""
"1","1","Boros Battleshaper","dgm","Near Mint","English","","","2024-12-04 03:17:15.853000","58","False","False",""
"2","2","Boros Challenger","grn","Near Mint","English","","","2025-10-17 02:34:26.840000","156","False","False",""
"1","1","Boros Charm","otc","Near Mint","English","","","2024-11-30 00:43:31.260000","216","False","False",""
"5","5","Boros Charm","gtc","Near Mint","English","","","2025-10-17 02:35:25.007000","148","False","False",""
"2","2","Boros Cluestone","dgm","Near Mint","English","","","2025-10-17 02:35:43.360000","137","False","False",""
"6","6","Boros Elite","gtc","Near Mint","English","","","2025-10-19 02:54:02.347000","7","False","False",""
"1","1","Boros Guildgate","plst","Near Mint","English","","","2025-10-17 02:36:40.463000","GRN-243","False","False",""
"3","3","Boros Guildgate","dgm","Near Mint","English","","","2025-10-17 02:37:50.027000","147","False","False",""
"1","1","Boros Guildgate","grn","Near Mint","English","","","2025-10-17 02:38:10.943000","244","False","False",""
"1","1","Boros Guildgate","grn","Near Mint","English","","","2025-10-17 02:37:59.530000","243","False","False",""
"2","2","Boros Guildgate","gtc","Near Mint","English","foil","","2025-10-17 02:36:26.553000","239","False","False",""
"6","6","Boros Guildgate","gtc","Near Mint","English","","","2025-10-17 02:37:11.223000","239","False","False",""
"4","4","Boros Keyrune","gtc","Near Mint","English","","","2025-10-17 02:38:30.690000","227","False","False",""
"1","1","Boros Keyrune","gtc","Near Mint","English","foil","","2024-12-04 03:35:23.893000","227","False","False",""
"6","6","Boros Mastiff","dgm","Near Mint","English","","","2025-10-13 20:49:05.537000","1","False","False",""
"1","1","Boros Mastiff","dgm","Near Mint","English","foil","","2024-12-06 22:44:53.893000","1","False","False",""
"1","1","Boros Reckoner","gtc","Near Mint","English","","","2024-12-04 03:18:01.437000","215","False","False",""
"1","1","Boros Signet","blc","Near Mint","English","","","2025-09-23 04:30:02.820000","128","False","False",""
"1","1","Borrowed Hostility","inr","Near Mint","English","foil","","2025-10-11 05:37:00.473000","146","False","False",""
"1","1","Borrowed Hostility","inr","Near Mint","English","","","2025-10-11 05:37:16.790000","146","False","False",""
"1","1","Borrowed Time","mid","Near Mint","English","foil","","2024-12-21 22:45:10.243000","6","False","False",""
"1","1","Boseiju Reaches Skyward // Branch of Boseiju","neo","Near Mint","English","","","2024-11-29 18:57:11.957000","177","False","False",""
"1","1","Bösium Strip","wth","Near Mint","English","","","2024-11-29 16:06:47.127000","147","False","False",""
"1","1","Boss's Chauffeur","blc","Near Mint","English","","","2025-09-23 04:30:02.820000","137","False","False",""
"1","1","Botanical Brawler","mom","Near Mint","English","","","2025-10-17 00:27:21.020000","220","False","False",""
"1","1","Botanical Plaza","snc","Near Mint","English","","","2024-11-23 21:41:24.123000","350","False","False",""
"2","2","Botanical Plaza","snc","Near Mint","English","","","2025-10-17 00:27:42.133000","247","False","False",""
"1","1","Botanical Sanctum","otj","Near Mint","English","","","2025-10-16 15:49:52.700000","267","False","False",""
"4","4","Bottle Gnomes","tmp","Near Mint","English","","","2025-10-04 07:37:14.963000","278","False","False",""
"3","3","Bottomless Pit","sth","Near Mint","English","","","2025-10-06 18:14:34.467000","51","False","False",""
"1","1","Bottomless Pool // Locker Room","dsk","Near Mint","English","foil","","2024-12-28 03:26:51.467000","43","False","False",""
"1","1","Bottomless Pool // Locker Room","dsk","Near Mint","English","","","2024-12-05 06:06:17.897000","43","False","False",""
"2","2","Bottomless Vault","5ed","Near Mint","English","","","2025-10-06 18:15:22.850000","411","False","False",""
"1","1","Boulderborn Dragon","tdm","Near Mint","English","foil","","2025-10-04 07:38:17.333000","239","False","False",""
"2","2","Bounce Off","dft","Near Mint","English","","","2025-10-08 05:07:10.743000","39","False","False",""
"1","1","Bounce Off","dft","Near Mint","English","foil","","2025-10-08 05:07:21.097000","39","False","False",""
"1","1","Bouncer's Beatdown","snc","Near Mint","English","","","2024-11-23 20:04:41.683000","135","False","False",""
"1","1","Bound by Moonsilver","inr","Near Mint","English","","","2025-10-13 20:50:09.510000","335","False","False",""
"3","3","Bound in Gold","khm","Near Mint","English","","","2025-10-13 20:50:32.680000","5","False","False",""
"1","1","Bounding Wolf","mid","Near Mint","English","foil","","2024-12-21 22:45:10.243000","170","False","False",""
"2","2","Bountiful Harvest","m12","Near Mint","English","","","2025-10-09 21:25:52.767000","166","False","False",""
"1","1","Bountiful Harvest","m13","Near Mint","English","","","2024-12-06 03:26:09.347000","163","False","False",""
"1","1","Bountiful Promenade","plst","Near Mint","English","","","2025-10-17 00:27:57.537000","BBD-81","False","False",""
"1","1","Bounty Agent","grn","Near Mint","English","","","2024-12-06 22:45:04.463000","2","False","False",""
"1","1","Bounty Board","otc","Near Mint","English","","","2024-12-04 00:41:10.910000","37","False","False",""
"1","1","Bounty Hunter","tmp","Near Mint","English","","","2024-12-04 17:46:38.737000","110","False","False",""
"1","1","Bounty of Might","grn","Near Mint","English","foil","","2024-12-06 02:35:26.383000","124","False","False",""
"1","1","Bounty of Skemfar","j25","Near Mint","English","","","2024-12-07 17:19:30.617000","638","False","False",""
"1","1","Bounty of the Hunt","all","Near Mint","English","","","2024-12-06 02:35:37.477000","85","False","False",""
"1","1","Bovine Intervention","otj","Near Mint","English","","","2025-10-13 20:51:01.140000","6","False","False",""
"1","1","Bow of Nylea","ths","Near Mint","English","","","2024-11-29 19:59:38.577000","153","False","False",""
"1","1","Brago, King Eternal","cns","Near Mint","English","","","2024-11-29 19:57:46.630000","41","False","False",""
"1","1","Brago's Favor","cns","Near Mint","English","","","2025-10-05 22:09:34.087000","3","False","False",""
"4","4","Brain in a Jar","soi","Near Mint","English","","","2025-10-04 07:40:43.047000","252","False","False",""
"1","1","Brain Maggot","jou","Near Mint","English","","","2024-12-04 20:36:49.037000","62","False","False",""
"2","2","Brainstorm","5ed","Near Mint","English","","","2025-10-08 05:09:06.927000","76","False","False",""
"1","1","Brainstorm","cns","Near Mint","English","","","2025-10-08 05:08:39.473000","91","False","False",""
"6","6","Brainstorm","ice","Near Mint","English","","","2025-10-08 05:09:20.563000","61","False","False",""
"1","1","Brainstorm","fca","Near Mint","English","","","2025-10-08 05:08:03.590000","28","False","False",""
"2","2","Bramble Armor","vow","Near Mint","English","foil","","2025-10-09 21:27:52.027000","188","False","False",""
"1","1","Bramble Wurm","vow","Near Mint","English","foil","","2025-10-09 21:28:21.973000","189","False","False",""
"1","1","Bramble Wurm","inr","Near Mint","English","","","2025-10-09 21:28:28.823000","407","False","False",""
"1","1","Bramble Wurm","inr","Near Mint","English","foil","","2025-10-09 21:29:37.017000","187","False","False",""
"3","3","Bramblecrush","m14","Near Mint","English","","","2025-10-09 21:30:05.433000","165","False","False",""
"1","1","Brambleguard Veteran","blb","Near Mint","English","foil","","2024-12-16 22:29:11.403000","165","False","False",""
"2","2","Branchblight Stalker","one","Near Mint","English","","","2025-10-09 21:31:04.393000","160","False","False",""
"1","1","Branching Evolution","jmp","Near Mint","English","","","2025-01-29 04:56:15.410000","29","False","False",""
"1","1","Branchsnap Lorian","lgn","Near Mint","English","","","2024-12-05 22:00:13.073000","118","False","False",""
"1","1","Brandywine Farmer","ltr","Near Mint","English","","","2024-12-16 23:32:50.517000","155","False","False",""
"1","1","Brash Taunter","m21","Near Mint","English","","","2024-12-03 00:50:05.967000","133","False","False",""
"2","2","Brass Knuckles","snc","Near Mint","English","","","2025-10-04 07:42:08.957000","234","False","False",""
"1","1","Brass's Bounty","fdn","Near Mint","English","foil","","2024-12-07 15:43:44.573000","190","False","False",""
"1","1","Brass's Bounty","moc","Near Mint","English","","","2024-12-08 17:27:21.123000","272","False","False",""
"1","1","Brave the Elements","m14","Near Mint","English","","","2024-12-07 04:12:29.630000","10","False","False",""
"1","1","Brave the Sands","ktk","Near Mint","English","","","2024-11-30 00:28:08.453000","5","False","False",""
"1","1","Brave-Kin Duo","blb","Near Mint","English","","","2025-10-13 20:51:42.113000","3","False","False",""
"2","2","Brave-Kin Duo","blb","Near Mint","English","foil","","2025-10-13 20:51:49.043000","3","False","False",""
"1","1","Brawn","m3c","Near Mint","English","","","2024-12-08 18:44:25.653000","224","False","False",""
"1","1","Brazen Buccaneers","xln","Near Mint","English","","","2024-12-06 05:01:13.050000","134","False","False",""
"1","1","Brazen Collector","blb","Near Mint","English","","","2025-10-11 05:38:27.403000","128","False","False",""
"2","2","Brazen Collector","blb","Near Mint","English","foil","","2025-10-11 05:38:18.930000","128","False","False",""
"1","1","Brazen Freebooter","rix","Near Mint","English","","","2025-10-11 05:38:51.497000","95","False","False",""
"1","1","Brazen Freebooter","j22","Near Mint","English","","","2024-12-06 05:01:25.677000","506","False","False",""
"2","2","Brazen Scourge","fdn","Near Mint","English","","","2025-10-11 05:39:36.963000","191","False","False",""
"2","2","Brazen Scourge","fdn","Near Mint","English","foil","","2025-10-11 05:39:29.117000","191","False","False",""
"1","1","Brazen Upstart","snc","Near Mint","English","","","2024-11-23 21:36:26.030000","296","False","False",""
"1","1","Breaching Dragonstorm","tdm","Near Mint","English","foil","","2025-10-11 05:43:13.150000","101","False","False",""
"2","2","Break Down the Door","dsk","Near Mint","English","foil","","2025-10-09 21:40:36.213000","170","False","False",""
"2","2","Break Down the Door","dsk","Near Mint","English","","","2025-10-09 21:40:40.410000","170","False","False",""
"1","1","Breaker of Creation","mh3","Near Mint","English","","","2025-10-04 07:43:11.340000","1","False","False",""
"1","1","Breaking // Entering","dgm","Near Mint","English","","","2024-12-03 18:23:03.097000","124","False","False",""
"2","2","Breaking of the Fellowship","ltr","Near Mint","English","","","2025-10-19 03:56:05.127000","117","False","False",""
"3","3","Breakneck Berserker","khm","Near Mint","English","","","2025-10-11 05:43:51.883000","124","False","False",""
"1","1","Breakthrough","cns","Near Mint","English","","","2024-12-05 18:35:36.967000","92","False","False",""
"1","1","Breath of Darigaaz","plst","Near Mint","English","","","2025-10-11 05:44:03.963000","INV-138","False","False",""
"1","1","Breath of Dreams","ice","Near Mint","English","","","2024-12-05 06:06:28.990000","62","False","False",""
"1","1","Breath of the Sleepless","voc","Near Mint","English","","","2025-10-08 05:12:14.513000","49","False","False",""
"1","1","Breathstealer","mir","Near Mint","English","","","2024-12-04 17:46:51.540000","109","False","False",""
"1","1","Breathstealer's Crypt","vis","Near Mint","English","","","2025-01-31 05:19:09.607000","127","False","False",""
"2","2","Bred for the Hunt","dgm","Near Mint","English","","","2025-10-16 15:50:34.337000","59","False","False",""
"1","1","Bred for the Hunt","fic","Near Mint","English","","","2025-10-16 15:50:42.153000","321","False","False",""
"1","1","Breeches, the Blastmaker","otj","Near Mint","English","foil","","2025-10-16 17:47:36.583000","292","False","False",""
"1","1","Breeding Pit","5ed","Near Mint","English","","","2025-10-06 18:16:56.503000","148","False","False",""
"3","3","Breeding Pit","fem","Near Mint","English","","","2025-10-06 18:17:05.053000","35","False","False",""
"1","1","Breeding Pool","gtc","Near Mint","English","","","2025-10-16 15:51:40.993000","240","False","False",""
"1","1","Breeding Pool","eoe","Near Mint","English","foil","","2025-10-16 15:51:05.687000","278","False","False",""
"1","1","Breena, the Demagogue","otc","Near Mint","English","","","2024-12-04 02:15:25.697000","217","False","False",""
"1","1","Breezekeeper","vis","Near Mint","English","","","2024-12-05 02:02:27.780000","27","False","False",""
"2","2","Bretagard Stronghold","khm","Near Mint","English","","","2025-10-17 00:28:19.490000","253","False","False",""
"3","3","Briar Shield","wth","Near Mint","English","","","2025-10-09 21:41:26.570000","121","False","False",""
"2","2","Briarpack Alpha","dka","Near Mint","English","","","2025-10-09 21:41:51.463000","108","False","False",""
"1","1","Briber's Purse","ktk","Near Mint","English","","","2024-12-04 00:42:03.000000","217","False","False",""
"1","1","Brightcap Badger // Fungus Frolic","blc","Near Mint","English","","","2024-12-16 22:37:07.837000","62","False","False",""
"1","1","Brightfield Glider","dft","Near Mint","English","","","2025-10-13 20:52:32.660000","4","False","False",""
"2","2","Brightfield Glider","dft","Near Mint","English","foil","","2025-10-13 20:52:23.350000","4","False","False",""
"1","1","Brightfield Mustang","dft","Near Mint","English","foil","","2025-10-13 20:52:46.927000","5","False","False",""
"4","4","Brighthearth Banneret","mor","Near Mint","English","","","2025-10-11 05:44:31.927000","88","False","False",""
"1","1","Brightmare","j25","Near Mint","English","","","2024-12-07 08:34:36.513000","175","False","False",""
"2","2","Brightspear Zealot","eoe","Near Mint","English","","","2025-10-13 20:53:02.017000","8","False","False",""
"6","6","Brigid, Hero of Kinsbaile","lrw","Near Mint","English","","","2025-10-13 20:53:25.263000","6","False","False",""
"1","1","Brimaz, King of Oreskos","bng","Near Mint","English","","","2025-10-13 20:54:04.987000","5","False","False",""
"1","1","Brimstone Roundup","otj","Near Mint","English","","","2025-10-11 05:45:09.957000","115","False","False",""
"1","1","Brimstone Roundup","otj","Near Mint","English","foil","","2025-10-11 05:45:04.370000","115","False","False",""
"1","1","Brimstone Trebuchet","eld","Near Mint","English","","","2024-12-06 16:29:33.293000","116","False","False",""
"1","1","Brimstone Volley","cns","Near Mint","English","","","2024-12-06 17:40:44.467000","138","False","False",""
"2","2","Brindle Boar","m12","Near Mint","English","","","2025-10-09 21:42:29.803000","167","False","False",""
"1","1","Brindle Boar","m14","Near Mint","English","","","2025-10-09 21:42:37.857000","167","False","False",""
"4","4","Brine Seer","uds","Near Mint","English","","","2025-10-08 05:13:01.510000","28","False","False",""
"1","1","Brine Shaman","ice","Near Mint","English","","","2024-12-04 07:11:04.350000","115","False","False",""
"3","3","Brinebarrow Intruder","khm","Near Mint","English","","","2025-10-08 05:13:22.503000","49","False","False",""
"2","2","Brineborn Cutthroat","fdn","Near Mint","English","foil","","2025-10-08 05:13:49.967000","152","False","False",""
"1","1","Brineborn Cutthroat","j25","Near Mint","English","","","2025-10-08 05:14:22.200000","291","False","False",""
"1","1","Brineborn Cutthroat","fdn","Near Mint","English","","","2025-10-08 05:14:16.167000","152","False","False",""
"1","1","Bring Low","ktk","Near Mint","English","","","2024-12-06 17:40:52.143000","103","False","False",""
"1","1","Bring the Ending","one","Near Mint","English","","","2024-12-05 17:21:05.247000","44","False","False",""
"1","1","Brink of Disaster","m12","Near Mint","English","","","2024-12-04 21:10:17.583000","84","False","False",""
"1","1","Brink of Madness","ulg","Near Mint","English","","","2024-12-04 20:51:01.683000","50","False","False",""
"4","4","Brion Stoutarm","lrw","Near Mint","English","","","2025-10-17 02:39:20.060000","246","False","False",""
"1","1","Bristling Backwoods","otj","Near Mint","English","foil","","2025-10-16 23:17:11.233000","253","False","False",""
"1","1","Bristling Backwoods","otj","Near Mint","English","","","2025-10-16 23:17:03.857000","253","False","False",""
"1","1","Bristling Hydra","kld","Near Mint","English","","","2024-12-05 22:01:05.863000","147","False","False",""
"1","1","Broadcast Rambler","dft","Near Mint","English","foil","","2025-10-13 20:54:27.610000","293","False","False",""
"2","2","Broadcast Rambler","dft","Near Mint","English","","","2025-10-13 20:54:33.503000","293","False","False",""
"8","8","Broken Fall","tmp","Near Mint","English","","","2025-10-09 21:43:44.570000","216","False","False",""
"1","1","Broken Wings","dft","Near Mint","English","","","2025-10-09 21:45:55.157000","156","False","False",""
"3","3","Broken Wings","znr","Near Mint","English","","","2025-10-09 21:47:23.990000","181","False","False",""
"4","4","Broken Wings","khm","Near Mint","English","","","2025-10-09 21:46:45.930000","164","False","False",""
"3","3","Broken Wings","snc","Near Mint","English","","","2025-10-09 21:47:08.350000","136","False","False",""
"1","1","Broken Wings","plst","Near Mint","English","","","2025-10-09 21:46:54.087000","KHM-164","False","False",""
"2","2","Broken Wings","fdn","Near Mint","English","","","2025-10-09 21:46:14.600000","214","False","False",""
"1","1","Broken Wings","dft","Near Mint","English","foil","","2025-10-09 21:45:40.420000","156","False","False",""
"1","1","Brokers Ascendancy","snc","Near Mint","English","","","2024-11-23 17:32:37.533000","170","False","False",""
"1","1","Brokers Charm","snc","Near Mint","English","","","2024-11-23 21:28:58.207000","298","False","False",""
"1","1","Brokers Charm","snc","Near Mint","English","","","2025-10-17 05:35:22.163000","171","False","False",""
"1","1","Brokers Hideout","snc","Near Mint","English","foil","","2025-10-04 07:44:53.653000","248","False","False",""
"3","3","Brokers Hideout","snc","Near Mint","English","","","2025-10-04 07:46:17.870000","248","False","False",""
"3","3","Brokers Initiate","snc","Near Mint","English","","","2025-10-17 05:35:32.900000","5","False","False",""
"3","3","Brokers Veteran","snc","Near Mint","English","","","2025-10-08 05:16:45.113000","36","False","False",""
"1","1","Bronze Cudgels","neo","Near Mint","English","","","2024-12-04 01:46:19.667000","240","False","False",""
"1","1","Bronze Guardian","fic","Near Mint","English","","","2025-10-13 20:54:57.897000","234","False","False",""
"1","1","Bronze Sable","ths","Near Mint","English","","","2024-12-03 19:12:11.013000","212","False","False",""
"2","2","Bronze Sable","m15","Near Mint","English","","","2025-10-04 07:46:50.820000","214","False","False",""
"4","4","Bronzebeak Moa","dgm","Near Mint","English","","","2025-10-17 00:28:58.803000","60","False","False",""
"1","1","Bronzeplate Boar","plst","Near Mint","English","","","2025-08-18 23:37:38.453000","NEO-135","False","False",""
"1","1","Brood Weaver","mid","Near Mint","English","foil","","2024-12-21 22:45:10.243000","173","False","False",""
"1","1","Broodguard Elite","eoe","Near Mint","English","foil","","2025-10-09 21:48:37.857000","175","False","False",""
"1","1","Broodheart Engine","dft","Near Mint","English","","","2025-10-15 19:11:55.977000","193","False","False",""
"2","2","Broodheart Engine","dft","Near Mint","English","foil","","2025-10-15 19:12:03.230000","193","False","False",""
"4","4","Brooding Saurian","csp","Near Mint","English","","","2025-10-09 21:48:57.147000","106","False","False",""
"1","1","Broodmate Tyrant","m3c","Near Mint","English","","","2024-12-08 18:33:07.533000","123","False","False",""
"2","2","Broodspinner","dsk","Near Mint","English","","","2025-10-15 19:12:20.190000","211","False","False",""
"1","1","Brotherhood's End","bro","Near Mint","English","","","2024-12-06 19:43:48.413000","128","False","False",""
"2","2","Brothers of Fire","5ed","Near Mint","English","","","2025-10-11 05:46:31.807000","214","False","False",""
"3","3","Brown Ouphe","ice","Near Mint","English","","","2025-10-09 21:49:20.077000","228","False","False",""
"1","1","Brudiclad, Telchor Engineer","mul","Near Mint","English","","","2025-10-16 17:47:52.447000","36","False","False",""
"1","1","Bruna, the Fading Light","inr","Near Mint","English","","","2025-10-13 20:55:10.753000","14","False","False",""
"1","1","Bruse Tarl, Boorish Herder","cmr","Near Mint","English","etched","","2025-10-17 02:39:50.690000","517","False","False",""
"1","1","Bruse Tarl, Boorish Herder","fca","Near Mint","English","","","2025-10-17 02:39:38.050000","50","False","False",""
"8","8","Brush with Death","sth","Near Mint","English","","","2025-10-06 18:18:35.713000","52","False","False",""
"2","2","Brushfire Elemental","znr","Near Mint","English","","","2025-10-16 23:17:44.323000","221","False","False",""
"1","1","Brushland","ice","Near Mint","English","","","2025-10-17 00:29:13.630000","352","False","False",""
"1","1","Brushland","plst","Near Mint","English","","","2024-12-14 05:19:21.430000","BRO-259","False","False",""
"2","2","Brushland","fic","Near Mint","English","","","2025-10-17 00:29:37.307000","377","False","False",""
"1","1","Brushstrider","jmp","Near Mint","English","","","2024-12-05 22:03:09.813000","381","False","False",""
"1","1","Brushstrider","cn2","Near Mint","English","","","2025-10-09 21:49:45.570000","177","False","False",""
"1","1","Brutal Cathar // Moonrage Brute","mid","Near Mint","English","","","2024-12-21 22:45:10.243000","286","False","False",""
"1","1","Brute Strength","akh","Near Mint","English","","","2024-12-06 17:41:02.373000","122","False","False",""
"1","1","Bruvac the Grandiloquent","sld","Near Mint","English","","","2025-10-21 15:53:43.990000","2181","False","False",""
"2","2","Bubble Smuggler","mkm","Near Mint","English","","","2025-10-08 05:17:15.750000","41","False","False",""
"4","4","Bubble Snare","znr","Near Mint","English","","","2025-10-08 05:17:37.467000","47","False","False",""
"1","1","Bubbling Cauldron","m14","Near Mint","English","","","2024-12-04 00:42:23.150000","205","False","False",""
"2","2","Buccaneer's Bravado","rix","Near Mint","English","","","2025-10-11 05:47:07.657000","96","False","False",""
"1","1","Bugenhagen, Wise Elder","fic","Near Mint","English","","","2025-10-09 21:50:20.430000","66","False","False",""
"1","1","Bugenhagen, Wise Elder","fic","Near Mint","English","foil","","2025-10-09 21:50:29.190000","159","False","False",""
"4","4","Builder's Bane","mir","Near Mint","English","","","2025-10-11 05:47:34.137000","160","False","False",""
"1","1","Built Bear","mb2","Near Mint","English","","","2025-10-09 21:51:03.927000","572","False","False",""
"3","3","Built to Last","kld","Near Mint","English","","","2025-10-13 20:55:25.887000","7","False","False",""
"2","2","Built to Smash","kld","Near Mint","English","","","2025-10-11 05:48:10.797000","108","False","False",""
"2","2","Bulk Up","fdn","Near Mint","English","","","2025-10-11 05:48:34.537000","80","False","False",""
"1","1","Bull Elephant","vis","Near Mint","English","","","2024-12-05 22:05:49.177000","101","False","False",""
"4","4","Bullwhip","sth","Near Mint","English","","","2025-10-04 07:47:10.977000","132","False","False",""
"1","1","Bulwark Giant","jmp","Near Mint","English","","","2024-12-06 22:45:12.373000","93","False","False",""
"1","1","Bulwark Ox","dft","Near Mint","English","","","2025-02-14 22:09:25.793000","333","False","False",""
"1","1","Bulwark Ox","dft","Near Mint","English","foil","","2025-10-13 20:55:45.250000","7","False","False",""
"1","1","Bulwark Ox","dft","Near Mint","English","","","2025-10-13 20:55:54.323000","7","False","False",""
"1","1","Bumbleflower's Sharepot","blb","Near Mint","English","foil","","2024-12-16 21:54:03.613000","244","False","False",""
"1","1","Burakos, Party Leader","clb","Near Mint","English","","","2025-10-06 18:21:20.723000","622","False","False",""
"1","1","Burden of Guilt","dka","Near Mint","English","","","2024-12-07 02:38:07.983000","4","False","False",""
"2","2","Burden of Proof","mkm","Near Mint","English","","","2025-10-08 05:18:48.717000","42","False","False",""
"1","1","Burden of Proof","mkm","Near Mint","English","foil","","2025-10-08 05:18:33.860000","42","False","False",""
"1","1","Burgeoning","cn2","Near Mint","English","","","2025-01-29 04:56:37.007000","178","False","False",""
